Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR12027280,RNA-Seq,200,416244800,PRJNA639859,SAMN15286241,132059995,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8561024,GSM4621028,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621028,m3_Fear-Only,SRP267579
SRR12027281,RNA-Seq,200,325755000,PRJNA639859,SAMN15286161,102569073,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8561025,GSM4621029,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621029,m3_Fear-Only,SRP267579
SRR12027282,RNA-Seq,200,501994400,PRJNA639859,SAMN15286160,159221931,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8561026,GSM4621030,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621030,m3_Fear-Only,SRP267579
SRR12027283,RNA-Seq,200,404708200,PRJNA639859,SAMN15286159,127660814,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8561027,GSM4621031,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621031,m3_Fear-Only,SRP267579
SRR12027284,RNA-Seq,200,111722200,PRJNA639859,SAMN15286158,35738771,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8561028,GSM4621032,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621032,m3_Fear-Only,SRP267579
SRR12027285,RNA-Seq,200,326120200,PRJNA639859,SAMN15286157,106525279,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8561029,GSM4621033,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621033,m3_Fear-Only,SRP267579
SRR12027286,RNA-Seq,200,326930000,PRJNA639859,SAMN15286156,104190627,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8561030,GSM4621034,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621034,m3_Fear-Only,SRP267579
SRR12027287,RNA-Seq,200,256005400,PRJNA639859,SAMN15286155,80733623,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8561031,GSM4621035,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621035,m3_Fear-Only,SRP267579
SRR12027288,RNA-Seq,200,150099000,PRJNA639859,SAMN15286154,47896101,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8561032,GSM4621036,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621036,m3_Fear-Only,SRP267579
SRR12027289,RNA-Seq,200,1810302400,PRJNA639859,SAMN15286153,570518198,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8561033,GSM4621037,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621037,m3_Fear-Only,SRP267579
SRR12027290,RNA-Seq,200,200074200,PRJNA639859,SAMN15286152,63549254,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8561034,GSM4621038,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621038,m3_Fear-Only,SRP267579
SRR12027291,RNA-Seq,200,310606000,PRJNA639859,SAMN15286151,98632590,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8561035,GSM4621039,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621039,m3_Fear-Only,SRP267579
SRR12027292,RNA-Seq,200,149023600,PRJNA639859,SAMN15286150,58223883,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8561036,GSM4621040,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621040,m3_Fear-Only,SRP267579
SRR12027293,RNA-Seq,200,301177800,PRJNA639859,SAMN15286191,99641725,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8561037,GSM4621041,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621041,m3_Fear-Only,SRP267579
SRR12027294,RNA-Seq,200,572996600,PRJNA639859,SAMN15286190,181466218,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8561038,GSM4621042,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621042,m3_Fear-Only,SRP267579
SRR12027295,RNA-Seq,200,172776600,PRJNA639859,SAMN15286189,55921165,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8561039,GSM4621043,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621043,m3_Fear-Only,SRP267579
SRR12027296,RNA-Seq,200,147690200,PRJNA639859,SAMN15286188,48485211,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8561040,GSM4621044,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621044,m3_Fear-Only,SRP267579
SRR12027297,RNA-Seq,200,316615600,PRJNA639859,SAMN15286187,100119651,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8561041,GSM4621045,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621045,m3_Fear-Only,SRP267579
SRR12027298,RNA-Seq,200,145846600,PRJNA639859,SAMN15286186,46194369,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8561266,GSM4621046,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621046,m3_Fear-Only,SRP267579
SRR12027299,RNA-Seq,200,328430400,PRJNA639859,SAMN15286185,103658726,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8561267,GSM4621047,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621047,m3_Fear-Only,SRP267579
SRR12027300,RNA-Seq,200,55850400,PRJNA639859,SAMN15286184,18275970,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8561268,GSM4621048,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621048,m3_Fear-Only,SRP267579
SRR12027301,RNA-Seq,200,312488800,PRJNA639859,SAMN15286183,102242026,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8561269,GSM4621049,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621049,m3_Fear-Only,SRP267579
SRR12027302,RNA-Seq,200,788537800,PRJNA639859,SAMN15286182,252470435,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8561270,GSM4621050,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621050,m3_Fear-Only,SRP267579
SRR12027303,RNA-Seq,200,89109000,PRJNA639859,SAMN15286181,27974446,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8561271,GSM4621051,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621051,m3_Fear-Only,SRP267579
SRR12027304,RNA-Seq,200,209941600,PRJNA639859,SAMN15286180,66447254,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8561272,GSM4621052,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621052,m3_Fear-Only,SRP267579
SRR12027305,RNA-Seq,200,211737200,PRJNA639859,SAMN15286179,67387361,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8561273,GSM4621053,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621053,m3_Fear-Only,SRP267579
SRR12027306,RNA-Seq,200,840394000,PRJNA639859,SAMN15286178,284485232,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8561274,GSM4621054,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621054,m3_Fear-Only,SRP267579
SRR12027308,RNA-Seq,200,653166000,PRJNA639859,SAMN15286176,205039109,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8561276,GSM4621056,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621056,m3_Fear-Only,SRP267579
SRR12027309,RNA-Seq,200,1513915400,PRJNA639859,SAMN15286175,485367459,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8561277,GSM4621057,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621057,m3_Fear-Only,SRP267579
SRR12027312,RNA-Seq,200,218093600,PRJNA639859,SAMN15286172,69113393,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8561280,GSM4621060,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621060,m3_Fear-Only,SRP267579
SRR12027314,RNA-Seq,200,114562200,PRJNA639859,SAMN15282939,40251068,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8558772,GSM4619038,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619038,m1_Fear-Recall,SRP267579
SRR12027317,RNA-Seq,200,138119400,PRJNA639859,SAMN15282936,49142043,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8558775,GSM4619041,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619041,m1_Fear-Recall,SRP267579
SRR12027319,RNA-Seq,200,508224600,PRJNA639859,SAMN15282934,192941438,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8558777,GSM4619043,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619043,m1_Fear-Recall,SRP267579
SRR12027321,RNA-Seq,200,80623200,PRJNA639859,SAMN15282932,28621331,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8558779,GSM4619045,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619045,m1_Fear-Only,SRP267579
SRR12027322,RNA-Seq,200,118313200,PRJNA639859,SAMN15282931,41048804,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8558780,GSM4619046,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619046,m1_Fear-Recall,SRP267579
SRR12027324,RNA-Seq,200,387423600,PRJNA639859,SAMN15282929,132957813,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8558782,GSM4619048,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619048,m1_Fear-Recall,SRP267579
SRR12027325,RNA-Seq,200,262189000,PRJNA639859,SAMN15282928,91928775,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8558783,GSM4619049,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619049,m1_Fear-Recall,SRP267579
SRR12027328,RNA-Seq,200,171051200,PRJNA639859,SAMN15282973,61236990,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8558786,GSM4619052,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619052,m1_Fear-Recall,SRP267579
SRR12027330,RNA-Seq,200,113861600,PRJNA639859,SAMN15282971,39893217,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8558788,GSM4619054,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619054,m1_Fear-Recall,SRP267579
SRR12027331,RNA-Seq,200,157270200,PRJNA639859,SAMN15282970,55998791,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8558789,GSM4619055,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619055,m1_Fear-Recall,SRP267579
SRR12027332,RNA-Seq,200,39193800,PRJNA639859,SAMN15283000,13588034,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8558790,GSM4619056,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619056,m1_Fear-Recall,SRP267579
SRR12027334,RNA-Seq,200,245135400,PRJNA639859,SAMN15283040,84711868,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8558792,GSM4619058,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619058,m1_Fear-Recall,SRP267579
SRR12027336,RNA-Seq,200,373305000,PRJNA639859,SAMN15283038,131114762,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8558794,GSM4619060,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619060,m1_Fear-Recall,SRP267579
SRR12027338,RNA-Seq,200,58583800,PRJNA639859,SAMN15283036,20263076,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8558988,GSM4619062,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619062,m1_Fear-Recall,SRP267579
SRR12027339,RNA-Seq,200,263988400,PRJNA639859,SAMN15283035,91708191,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8558989,GSM4619063,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619063,m1_Fear-Recall,SRP267579
SRR12027341,RNA-Seq,200,79841400,PRJNA639859,SAMN15283033,27413724,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8558991,GSM4619065,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619065,m1_Fear-Recall,SRP267579
SRR12027344,RNA-Seq,200,57229400,PRJNA639859,SAMN15283030,20857745,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8558994,GSM4619068,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619068,m1_Fear-Recall,SRP267579
SRR12027345,RNA-Seq,200,111556400,PRJNA639859,SAMN15283029,39168225,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8558995,GSM4619069,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619069,m1_Fear-Recall,SRP267579
SRR12027347,RNA-Seq,200,293704200,PRJNA639859,SAMN15283027,103648961,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8558997,GSM4619071,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619071,m1_Fear-Only,SRP267579
SRR12027349,RNA-Seq,200,69115400,PRJNA639859,SAMN15283025,24484620,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8558999,GSM4619073,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619073,m1_Fear-Recall,SRP267579
SRR12027352,RNA-Seq,200,172791000,PRJNA639859,SAMN15283022,61441215,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8559002,GSM4619076,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619076,m1_Fear-Recall,SRP267579
SRR12027354,RNA-Seq,200,177700600,PRJNA639859,SAMN15283062,65273536,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8559004,GSM4619078,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619078,m1_Fear-Recall,SRP267579
SRR12027355,RNA-Seq,200,59866600,PRJNA639859,SAMN15283061,20881187,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8559005,GSM4619079,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619079,m1_Fear-Recall,SRP267579
SRR12027357,RNA-Seq,200,202449000,PRJNA639859,SAMN15283059,67657577,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8559007,GSM4619081,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619081,m1_Fear-Recall,SRP267579
SRR12027359,RNA-Seq,200,129228400,PRJNA639859,SAMN15283057,44726040,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8559009,GSM4619083,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619083,m1_Fear-Recall,SRP267579
SRR12027361,RNA-Seq,200,325454200,PRJNA639859,SAMN15283103,113160783,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8559011,GSM4619085,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619085,m1_Fear-Recall,SRP267579
SRR12027364,RNA-Seq,200,83613800,PRJNA639859,SAMN15283063,29383141,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8559014,GSM4619088,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619088,m1_Fear-Recall,SRP267579
SRR12027366,RNA-Seq,200,255316800,PRJNA639859,SAMN15283104,88318009,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8559016,GSM4619090,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619090,m1_Fear-Recall,SRP267579
SRR12027369,RNA-Seq,200,148471800,PRJNA639859,SAMN15283100,52019862,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8559019,GSM4619093,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619093,m1_Fear-Recall,SRP267579
SRR12027372,RNA-Seq,200,209971800,PRJNA639859,SAMN15283097,74135038,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8559214,GSM4619096,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619096,m1_Fear-Recall,SRP267579
SRR12027374,RNA-Seq,200,192814400,PRJNA639859,SAMN15283095,69338843,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8559216,GSM4619098,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619098,m1_Fear-Recall,SRP267579
SRR12027377,RNA-Seq,200,67880000,PRJNA639859,SAMN15283092,23353355,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8559219,GSM4619101,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619101,m1_Fear-Recall,SRP267579
SRR12027379,RNA-Seq,200,128381400,PRJNA639859,SAMN15283090,45719219,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8559221,GSM4619103,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619103,m1_Fear-Recall,SRP267579
SRR12027380,RNA-Seq,200,90350200,PRJNA639859,SAMN15283089,31373007,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8559222,GSM4619104,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619104,m1_Fear-Only,SRP267579
SRR12027382,RNA-Seq,200,123246200,PRJNA639859,SAMN15283087,42379106,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8559224,GSM4619106,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619106,m1_Fear-Recall,SRP267579
SRR12027384,RNA-Seq,200,661617000,PRJNA639859,SAMN15283085,229420090,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8559226,GSM4619108,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4619108,m1_Fear-Recall,SRP267579
