Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,strain,Cell_type,Antibody,antibody_vendor/catalog
SRR2922234,3 months old,ChIP-Seq,GCF_000001635.20,50,2054061800,PRJNA302062,SAMN04263772,838115886,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430149,GSM1939128,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939128,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K4ME1,Abcam ab8895
SRR2922235,3 months old,ChIP-Seq,GCF_000001635.20,50,2059080150,PRJNA302062,SAMN04263773,837371922,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430150,GSM1939129,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939129,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K4ME1,Abcam ab8895
SRR2922236,3 months old,ChIP-Seq,GCF_000001635.20,50,2345535100,PRJNA302062,SAMN04263774,966688310,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430151,GSM1939130,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939130,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K4ME1,Abcam ab8895
SRR2922237,3 months old,ChIP-Seq,GCF_000001635.20,50,1805619950,PRJNA302062,SAMN04263775,752712363,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430152,GSM1939131,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939131,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922238,3 months old,ChIP-Seq,GCF_000001635.20,50,2284845850,PRJNA302062,SAMN04263776,904066276,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430153,GSM1939132,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939132,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922239,3 months old,ChIP-Seq,GCF_000001635.20,50,2283661800,PRJNA302062,SAMN04263777,949322432,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430154,GSM1939133,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939133,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922240,3 months old,ChIP-Seq,GCF_000001635.20,50,1978344700,PRJNA302062,SAMN04263778,818260817,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430155,GSM1939134,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939134,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922241,3 months old,ChIP-Seq,GCF_000001635.20,50,1774805700,PRJNA302062,SAMN04263779,628263433,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430156,GSM1939135,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939135,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922242,3 months old,ChIP-Seq,GCF_000001635.20,50,1633615800,PRJNA302062,SAMN04263780,651593667,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430157,GSM1939136,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939136,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922243,3 months old,ChIP-Seq,GCF_000001635.20,50,1816017550,PRJNA302062,SAMN04263781,639742871,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430158,GSM1939137,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939137,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922244,3 months old,ChIP-Seq,GCF_000001635.20,50,2085652200,PRJNA302062,SAMN04263782,837071324,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430159,GSM1939138,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939138,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922245,3 months old,ChIP-Seq,GCF_000001635.20,50,1628186750,PRJNA302062,SAMN04263783,635197943,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430160,GSM1939139,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939139,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922246,3 months old,ChIP-Seq,GCF_000001635.20,50,1543770700,PRJNA302062,SAMN04263784,563919729,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430161,GSM1939140,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939140,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922247,3 months old,ChIP-Seq,GCF_000001635.20,50,1800616800,PRJNA302062,SAMN04263785,667684041,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430162,GSM1939141,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939141,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922248,3 months old,ChIP-Seq,GCF_000001635.20,50,1596477650,PRJNA302062,SAMN04263786,587903115,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430163,GSM1939142,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939142,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922249,3 months old,ChIP-Seq,GCF_000001635.20,50,1926137800,PRJNA302062,SAMN04263787,812907353,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430164,GSM1939143,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939143,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922250,3 months old,ChIP-Seq,GCF_000001635.20,50,1903407200,PRJNA302062,SAMN04263788,777159996,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430165,GSM1939144,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939144,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27ME3,Millipore CS200603
SRR2922251,3 months old,ChIP-Seq,GCF_000001635.20,50,1874648750,PRJNA302062,SAMN04263789,766647501,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430166,GSM1939145,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939145,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922252,3 months old,ChIP-Seq,GCF_000001635.20,50,2452856250,PRJNA302062,SAMN04263790,1007384200,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430167,GSM1939146,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939146,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27ME3,Millipore CS200603
SRR2922253,3 months old,ChIP-Seq,GCF_000001635.20,50,1368640200,PRJNA302062,SAMN04263791,528465675,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430168,GSM1939147,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-27T00:00:00Z,GSM1939147,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922254,3 months old,ChIP-Seq,GCF_000001635.20,50,1413281600,PRJNA302062,SAMN04263792,550032327,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430169,GSM1939148,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939148,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922255,3 months old,ChIP-Seq,GCF_000001635.20,50,1613204650,PRJNA302062,SAMN04263793,620694211,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430170,GSM1939149,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939149,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922256,3 months old,ChIP-Seq,GCF_000001635.20,50,1655056200,PRJNA302062,SAMN04263794,636431747,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430171,GSM1939150,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939150,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922257,3 months old,ChIP-Seq,GCF_000001635.20,50,1902743800,PRJNA302062,SAMN04263795,754454496,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430172,GSM1939151,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939151,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922258,3 months old,ChIP-Seq,GCF_000001635.20,50,1386927200,PRJNA302062,SAMN04263796,570847941,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430173,GSM1939152,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939152,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922259,3 months old,ChIP-Seq,GCF_000001635.20,50,1648327900,PRJNA302062,SAMN04263797,672347481,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430174,GSM1939153,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939153,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922260,3 months old,ChIP-Seq,GCF_000001635.20,50,1349128350,PRJNA302062,SAMN04263798,551664682,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430175,GSM1939154,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939154,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922261,3 months old,ChIP-Seq,GCF_000001635.20,50,1468777950,PRJNA302062,SAMN04263799,536193000,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430176,GSM1939155,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939155,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922262,3 months old,ChIP-Seq,GCF_000001635.20,50,1380145750,PRJNA302062,SAMN04263800,539667657,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430177,GSM1939156,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939156,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922263,3 months old,ChIP-Seq,GCF_000001635.20,50,1443617850,PRJNA302062,SAMN04263801,529023651,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430178,GSM1939157,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939157,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922264,3 months old,ChIP-Seq,GCF_000001635.20,50,1441932850,PRJNA302062,SAMN04263802,554174521,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430179,GSM1939158,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939158,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922265,3 months old,ChIP-Seq,GCF_000001635.20,50,1581486050,PRJNA302062,SAMN04263803,612628404,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430180,GSM1939159,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939159,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922266,3 months old,ChIP-Seq,GCF_000001635.20,50,1494855650,PRJNA302062,SAMN04263685,582211843,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430181,GSM1939160,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939160,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3K27AC,Abcam ab4729
SRR2922267,3 months old,ChIP-Seq,GCF_000001635.20,50,1809303900,PRJNA302062,SAMN04263686,704427548,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430182,GSM1939161,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939161,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922268,3 months old,ChIP-Seq,GCF_000001635.20,50,1407503100,PRJNA302062,SAMN04263687,547114483,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430183,GSM1939162,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939162,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3K27AC,Abcam ab4729
SRR2922269,3 months old,ChIP-Seq,GCF_000001635.20,50,1377659300,PRJNA302062,SAMN04263688,536745444,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430184,GSM1939163,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939163,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922270,3 months old,ChIP-Seq,GCF_000001635.20,50,1341604700,PRJNA302062,SAMN04263689,524847738,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430185,GSM1939164,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939164,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922271,3 months old,ChIP-Seq,GCF_000001635.20,50,1649901700,PRJNA302062,SAMN04263690,657591035,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430186,GSM1939165,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939165,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922272,3 months old,ChIP-Seq,GCF_000001635.20,50,1619671600,PRJNA302062,SAMN04263691,644088627,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430187,GSM1939166,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939166,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922273,3 months old,ChIP-Seq,GCF_000001635.20,50,1376810050,PRJNA302062,SAMN04263692,484008661,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430188,GSM1939167,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939167,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922274,3 months old,ChIP-Seq,GCF_000001635.20,50,1369300250,PRJNA302062,SAMN04263693,480625501,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430189,GSM1939168,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939168,male,Anterior Cingulate cortex,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922275,3 months old,ChIP-Seq,GCF_000001635.20,50,1203981200,PRJNA302062,SAMN04263694,422231241,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430190,GSM1939169,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939169,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922276,3 months old,ChIP-Seq,GCF_000001635.20,50,1401849650,PRJNA302062,SAMN04263695,488784765,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430191,GSM1939170,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939170,male,Anterior Cingulate cortex,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922277,3 months old,ChIP-Seq,GCF_000001635.20,50,984516300,PRJNA302062,SAMN04263696,375162605,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430192,GSM1939171,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939171,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922278,3 months old,ChIP-Seq,GCF_000001635.20,50,1762177950,PRJNA302062,SAMN04263697,691328261,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430193,GSM1939172,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939172,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922279,3 months old,ChIP-Seq,GCF_000001635.20,50,727717300,PRJNA302062,SAMN04263698,307724164,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430194,GSM1939173,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939173,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922280,3 months old,ChIP-Seq,GCF_000001635.20,50,1517777000,PRJNA302062,SAMN04263699,605201422,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430195,GSM1939174,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939174,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922281,3 months old,ChIP-Seq,GCF_000001635.20,50,1435619450,PRJNA302062,SAMN04263700,557882630,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430196,GSM1939175,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939175,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922282,3 months old,ChIP-Seq,GCF_000001635.20,50,1456098000,PRJNA302062,SAMN04263701,566620152,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430197,GSM1939176,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939176,male,hippocampal CA1,SRP066125,C56BL/6,neuron,H3,Abcam ab1791
SRR2922283,3 months old,ChIP-Seq,GCF_000001635.20,50,1508841900,PRJNA302062,SAMN04263702,604051802,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430198,GSM1939177,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939177,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922284,3 months old,ChIP-Seq,GCF_000001635.20,50,1702191350,PRJNA302062,SAMN04263703,677968825,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430199,GSM1939178,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939178,male,hippocampal CA1,SRP066125,C56BL/6,non neuron,H3,Abcam ab1791
SRR2922285,3 months old,MeDIP-Seq,GCF_000001635.20,50,1650585800,PRJNA302061,SAMN04263704,680156850,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430202,GSM1939179,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939179,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922286,3 months old,MeDIP-Seq,GCF_000001635.20,50,1476316250,PRJNA302061,SAMN04263705,612070432,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430203,GSM1939180,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939180,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922287,3 months old,MeDIP-Seq,GCF_000001635.20,50,1743059950,PRJNA302061,SAMN04263706,684841912,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430204,GSM1939181,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939181,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922288,3 months old,MeDIP-Seq,GCF_000001635.20,50,1735810350,PRJNA302061,SAMN04263707,684120175,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430205,GSM1939182,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939182,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922289,3 months old,MeDIP-Seq,GCF_000001635.20,50,2076075650,PRJNA302061,SAMN04263708,837355116,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430206,GSM1939183,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939183,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922290,3 months old,MeDIP-Seq,GCF_000001635.20,50,1774581250,PRJNA302061,SAMN04263709,712183966,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430207,GSM1939184,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939184,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922291,3 months old,MeDIP-Seq,GCF_000001635.20,50,1917272350,PRJNA302061,SAMN04263710,761272172,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430208,GSM1939185,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939185,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922292,3 months old,MeDIP-Seq,GCF_000001635.20,50,1571518750,PRJNA302061,SAMN04263713,625701321,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430209,GSM1939186,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939186,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
